0,1,2,3,4,5,6,7,8
3,15,19,4,3,12,21,43,-22
3,15,19,4,3,12,17,32,-15
3,14,19,3,5,11,14,32,-18
0,43,19,13,4,2,49,19,30
0,42,19,13,3,3,42,25,17
0,41,19,12,5,2,51,17,34
1,35,19,11,2,6,31,25,6
0,35,19,10,5,4,34,16,18
0,31,19,8,7,4,26,14,12
1,29,19,8,5,6,24,21,3
2,27,19,8,3,8,29,33,-4
1,26,19,6,8,5,25,26,-1
1,26,19,7,5,7,25,28,-3
2,25,19,6,7,6,28,30,-2
1,23,19,5,8,6,17,20,-3
2,22,19,6,4,9,20,30,-10
2,22,19,6,4,9,30,34,-4
2,21,19,5,6,8,27,33,-6
3,19,19,4,7,8,24,29,-5
3,18,19,4,6,9,15,31,-16
3,13,19,3,4,12,19,37,-18
3,10,19,1,7,11,16,42,-26
3,9,19,1,6,12,20,42,-22
0,46,19,15,1,3,38,13,25
0,45,19,13,6,0,35,12,23
0,42,19,13,3,3,36,16,20
1,30,19,8,6,5,27,22,5
1,29,19,8,5,6,19,21,-2
1,28,19,8,4,7,30,26,4
0,27,19,7,6,6,29,22,7
1,26,19,6,8,5,26,22,4
2,26,19,7,5,7,18,15,3
0,24,19,6,6,7,19,23,-4
1,23,19,5,8,6,20,28,-8
3,23,19,6,5,8,23,25,-2
3,21,19,5,6,8,27,27,0
2,21,19,6,3,10,26,29,-3
2,21,19,5,6,8,15,21,-6
2,19,19,5,4,10,20,28,-8
2,18,19,5,3,11,19,29,-10
3,18,19,4,6,9,28,31,-3
3,17,19,4,5,10,18,40,-22
3,15,19,3,6,10,17,40,-23
0,46,19,14,4,1,38,8,30
0,41,19,12,5,2,47,22,25
0,40,19,12,4,3,23,15,8
0,37,19,10,7,2,30,13,17
1,32,19,9,5,5,32,24,8
0,31,19,9,4,6,33,20,13
2,28,19,8,4,7,21,28,-7
1,28,19,8,4,7,23,18,5
3,26,19,7,5,7,24,25,-1
1,25,19,6,7,6,22,23,-1
1,23,19,6,5,8,23,20,3
2,23,19,5,8,6,20,19,1
1,23,19,6,5,8,26,28,-2
2,22,19,5,7,7,31,37,-6
2,18,19,5,3,11,20,32,-12
2,16,19,2,10,7,18,32,-14
3,15,19,2,9,8,17,34,-17
3,14,19,3,5,11,19,30,-11
3,14,19,2,8,9,18,31,-13
3,10,19,1,7,11,15,41,-26
0,52,19,17,1,1,41,9,32
0,41,19,12,5,2,36,16,20
0,40,19,12,4,3,26,11,15
0,34,19,9,7,3,27,18,9
1,34,19,11,1,7,25,21,4
1,32,19,9,5,5,23,16,7
0,32,19,10,2,7,27,16,11
2,27,19,8,3,8,27,22,5
1,27,19,8,3,8,23,24,-1
1,26,19,7,5,7,26,25,1
1,26,19,7,5,7,18,19,-1
2,26,19,8,2,9,23,27,-4
3,21,19,5,6,8,23,29,-6
2,21,19,5,6,8,24,29,-5
2,20,19,5,5,9,23,28,-5
3,19,19,5,4,10,19,28,-9
2,17,19,5,2,12,10,30,-20
3,16,19,4,4,11,14,27,-13
3,14,19,3,5,11,14,31,-17
3,6,19,1,3,15,14,37,-23
0,47,19,15,2,2,41,10,31
0,45,19,14,3,2,33,13,20
0,34,19,10,4,5,28,15,13
1,33,19,10,3,6,22,15,7
0,33,19,9,6,4,35,17,18
1,32,19,9,5,5,28,17,11
0,28,19,8,4,7,23,25,-2
1,27,19,7,6,6,24,20,4
1,26,19,8,2,9,20,25,-5
2,25,19,5,10,4,21,21,0
2,25,19,7,4,8,20,21,-1
3,24,19,6,6,7,18,28,-10
3,22,19,6,4,9,22,26,-4
2,20,19,5,5,9,17,24,-7
2,20,19,5,5,9,15,24,-9
3,20,19,5,5,9,15,25,-10
1,19,19,5,4,10,19,30,-11
2,18,19,5,3,11,11,24,-13
3,14,19,2,8,9,13,25,-12
3,12,19,3,3,13,13,33,-20
0,45,19,14,3,2,36,9,27
0,44,19,13,5,1,36,15,21
0,39,19,11,6,2,37,12,25
0,38,19,11,5,3,29,14,15
1,35,19,10,5,4,27,22,5
0,33,19,10,3,6,34,18,16
1,31,19,8,7,4,29,19,10
1,30,19,8,6,5,33,25,8
1,27,19,7,6,6,25,27,-2
2,26,19,7,5,7,26,29,-3
1,26,19,7,5,7,23,20,3
3,22,19,6,4,9,25,36,-11
2,21,19,5,6,8,35,32,3
3,18,19,5,3,11,21,30,-9
2,17,19,4,5,10,17,33,-16
3,17,19,4,5,10,21,29,-8
2,16,19,4,4,11,19,34,-15
3,14,19,2,8,9,20,34,-14
2,14,19,3,5,11,17,38,-21
3,7,19,1,4,14,9,43,-34
0,42,19,12,6,1,30,12,18
0,41,19,12,5,2,38,7,31
0,41,19,12,5,2,32,10,22
1,35,19,10,5,4,32,22,10
0,32,19,9,5,5,32,23,9
0,29,19,8,5,6,24,25,-1
3,27,19,7,6,6,28,36,-8
2,25,19,7,4,8,23,22,1
1,25,19,6,7,6,16,15,1
2,23,19,7,2,10,22,27,-5
2,23,19,6,5,8,21,32,-11
3,22,19,5,7,7,25,27,-2
1,22,19,6,4,9,22,27,-5
3,22,19,6,4,9,21,26,-5
1,21,19,6,3,10,36,28,8
1,20,19,5,5,9,20,23,-3
3,20,19,5,5,9,17,28,-11
2,20,19,5,5,9,17,31,-14
2,17,19,4,5,10,20,34,-14
3,15,19,4,3,12,14,35,-21
0,42,19,13,3,3,43,15,28
0,41,19,13,2,4,51,22,29
0,40,19,13,1,5,40,18,22
1,35,19,10,5,4,29,17,12
0,34,19,10,4,5,40,22,18
0,32,19,8,8,3,35,29,6
1,30,19,9,3,7,36,25,11
1,29,19,8,5,6,19,18,1
2,27,19,7,6,6,25,20,5
2,24,19,6,6,7,18,24,-6
2,22,19,6,4,9,26,29,-3
1,22,19,5,7,7,26,32,-6
1,20,19,5,5,9,18,33,-15
3,20,19,5,5,9,22,38,-16
3,20,19,5,5,9,21,39,-18
2,19,19,5,4,10,17,33,-16
3,18,19,4,6,9,28,35,-7
2,18,19,4,6,9,26,38,-12
3,17,19,4,5,10,18,40,-22
3,5,19,4,2,13,17,28,-11
0,40,19,11,7,1,42,20,22
0,38,19,12,2,5,38,20,18
0,35,19,10,5,4,28,16,12
0,34,19,10,4,5,34,16,18
0,30,19,8,6,5,28,26,2
2,29,19,7,8,4,32,25,7
3,28,19,8,4,7,31,34,-3
1,27,19,6,9,4,21,20,1
2,25,19,7,4,8,30,29,1
1,25,19,7,4,8,23,24,-1
2,24,19,7,3,9,23,23,0
2,23,19,6,5,8,25,32,-7
1,23,19,6,5,8,22,31,-9
1,22,19,4,10,5,21,22,-1
2,22,19,6,4,9,23,30,-7
3,19,19,3,10,6,18,23,-5
3,19,19,4,7,8,16,31,-15
1,16,19,2,10,7,17,24,-7
3,16,19,4,4,11,20,33,-13
3,16,19,3,7,9,19,32,-13
0,45,19,14,3,2,53,16,37
0,45,19,14,3,2,49,17,32
0,42,19,13,3,3,37,20,17
0,36,19,11,3,5,35,26,9
1,34,19,10,4,5,37,24,13
1,34,19,9,7,3,24,15,9
0,30,19,8,6,5,26,25,1
2,26,19,7,5,7,20,30,-10
1,24,19,7,3,9,19,22,-3
3,23,19,5,8,6,22,24,-2
2,22,19,5,7,7,28,34,-6
1,22,19,6,4,9,19,27,-8
2,21,19,5,6,8,23,22,1
1,20,19,4,8,7,20,25,-5
2,20,19,4,8,7,18,23,-5
3,17,19,4,5,10,21,34,-13
3,17,19,4,5,10,18,33,-15
2,15,19,3,6,10,17,37,-20
3,14,19,3,5,11,28,41,-13
3,13,19,4,1,14,23,42,-19
0,46,19,15,1,3,48,28,20
0,39,19,11,6,2,34,16,18
0,36,19,10,6,3,39,19,20
0,33,19,9,6,4,37,19,18
0,33,19,10,3,6,34,25,9
1,33,19,8,9,2,32,23,9
1,33,19,10,3,6,28,23,5
2,28,19,6,10,3,18,14,4
1,25,19,6,7,6,27,23,4
1,25,19,6,7,6,28,26,2
2,25,19,6,7,6,20,28,-8
1,23,19,6,5,8,23,27,-4
3,22,19,5,7,7,20,24,-4
2,21,19,5,6,8,29,34,-5
3,20,19,5,5,9,23,30,-7
2,18,19,4,6,9,15,36,-21
2,17,19,4,5,10,25,36,-11
3,15,19,4,3,12,19,35,-16
3,10,19,1,7,11,21,37,-16
3,10,19,1,7,11,16,33,-17
0,42,19,13,3,3,37,18,19
0,41,19,13,2,4,54,21,33
0,40,19,12,4,3,35,19,16
0,37,19,10,7,2,31,18,13
0,36,19,11,3,5,44,23,21
1,34,19,10,4,5,32,22,10
1,34,19,10,4,5,22,24,-2
1,33,19,10,3,6,29,24,5
1,27,19,7,6,6,26,20,6
3,23,19,6,5,8,22,23,-1
2,21,19,5,6,8,24,25,-1
1,21,19,5,6,8,18,29,-11
2,20,19,5,5,9,18,25,-7
3,19,19,5,4,10,16,32,-16
3,18,19,3,9,7,22,27,-5
3,18,19,4,6,9,15,30,-15
2,16,19,5,1,13,12,28,-16
3,16,19,5,1,13,19,41,-22
2,15,19,3,6,10,18,28,-10
2,14,19,3,5,11,15,32,-17
0,46,19,14,4,1,41,14,27
0,43,19,13,4,2,41,17,24
0,36,19,10,6,3,33,19,14
1,33,19,10,3,6,32,15,17
0,33,19,9,6,4,34,23,11
2,31,19,9,4,6,30,23,7
0,31,19,9,4,6,24,24,0
1,28,19,8,4,7,26,25,1
1,28,19,8,4,7,24,23,1
2,26,19,7,5,7,22,28,-6
1,25,19,7,4,8,21,23,-2
2,21,19,5,6,8,29,31,-2
3,21,19,5,6,8,11,22,-11
3,20,19,3,11,5,16,27,-11
3,18,19,5,3,11,21,34,-13
2,17,19,4,5,10,18,28,-10
3,16,19,3,7,9,18,26,-8
1,16,19,3,7,9,20,30,-10
3,16,19,3,7,9,14,29,-15
2,13,19,3,4,12,17,31,-14
0,39,19,12,3,4,33,18,15
0,39,19,11,6,2,37,25,12
0,36,19,11,3,5,37,20,17
0,35,19,9,8,2,33,15,18
2,31,19,9,4,6,23,16,7
0,30,19,8,6,5,22,16,6
1,30,19,8,6,5,22,22,0
1,29,19,7,8,4,28,23,5
2,29,19,8,5,6,24,20,4
1,29,19,8,5,6,20,19,1
2,26,19,6,8,5,35,28,7
1,24,19,6,6,7,26,23,3
2,23,19,6,5,8,18,24,-6
1,20,19,5,5,9,23,29,-6
3,20,19,5,5,9,22,32,-10
3,20,19,5,5,9,22,34,-12
2,19,19,4,7,8,16,24,-8
3,17,19,4,5,10,19,34,-15
3,12,19,3,3,13,19,38,-19
3,8,19,1,5,13,15,34,-19
0,49,19,16,1,2,42,13,29
0,43,19,13,4,2,46,21,25
0,40,19,12,4,3,41,19,22
0,39,19,11,6,2,37,14,23
0,39,19,12,3,4,39,21,18
1,36,19,10,6,3,29,19,10
1,27,19,7,6,6,25,23,2
1,26,19,7,5,7,25,23,2
1,24,19,6,6,7,19,22,-3
1,24,19,7,3,9,26,31,-5
3,23,19,7,2,10,21,29,-8
2,22,19,6,4,9,23,33,-10
3,22,19,6,4,9,23,34,-11
2,21,19,5,6,8,22,32,-10
2,20,19,5,5,9,24,31,-7
3,18,19,4,6,9,17,22,-5
2,16,19,4,4,11,29,35,-6
3,14,19,4,2,13,17,35,-18
3,13,19,3,4,12,16,41,-25
2,12,19,3,3,13,21,44,-23
